kind	value	complex_id_a	complex_id_b
canonical_selected_sequence_sha256	9b33908d46ed3cc4bd5d210c8722af715b9fca9e8161ec6e08238dfbef3a47e7	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6OD9__AMZ__laI__aaB__rs102__m1__alt.
canonical_selected_sequence_sha256	9b33908d46ed3cc4bd5d210c8722af715b9fca9e8161ec6e08238dfbef3a47e7	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZR__UG1__laH__aaA__rs106__m1__alt.
canonical_selected_sequence_sha256	9b33908d46ed3cc4bd5d210c8722af715b9fca9e8161ec6e08238dfbef3a47e7	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZR__UG1__laK__aaB__rs103__m1__alt.
canonical_selected_sequence_sha256	9b33908d46ed3cc4bd5d210c8722af715b9fca9e8161ec6e08238dfbef3a47e7	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZS__UG4__laI__aaB__rs107__m1__alt.
canonical_selected_sequence_sha256	9b33908d46ed3cc4bd5d210c8722af715b9fca9e8161ec6e08238dfbef3a47e7	5BTP__AMZ__laJ__aaB__rs108__m1__alt.	6WZS__UG4__laP__aaA__rs107__m1__alt.
canonical_selected_sequence_sha256	9bd431e55b7822806c9c64174730248dd78be86c9cb30171f3b154d5fb0cba87	110D__DM1__laB__aaA__rs7__m1__alt.	278D__DM8__laB__aaA__rs7__m1__alt.
canonical_selected_sequence_sha256	9d15a7d08338e70a56f7edb0382348de71a4f366ef45b6e9cbe5301a45cab82a	5LIT__6XV__laJ__aaB__rs102__m1__alt.	6GIM__EZK__laI__aaB__rs101__m1__alt.
canonical_selected_sequence_sha256	9d99c41583cb2fff4e77bdb776f640aa25d8982059c95a86ceb496a34d9fb7ed	4KZD__1TU__laG__aaR__rs103__m1__alt.	4Q9Q__2ZZ__laF__aaR__rs103__m1__alt.
canonical_selected_sequence_sha256	9d99c41583cb2fff4e77bdb776f640aa25d8982059c95a86ceb496a34d9fb7ed	4KZD__1TU__laG__aaR__rs103__m1__alt.	4Q9R__2ZY__laE__aaR__rs102__m1__alt.
canonical_selected_sequence_sha256	9e2dac70fd6c4417ac11f70d69b997e8dc1d4f97b5ea7d9aed80f6af9cf3ccdc	6QIT__J48__laE__aaA__rs101__m1__altA	6QIT__J48__laF__aaA__rs102__m1__altA
canonical_selected_sequence_sha256	9e2dac70fd6c4417ac11f70d69b997e8dc1d4f97b5ea7d9aed80f6af9cf3ccdc	6QIT__J48__laE__aaA__rs101__m1__altA	6QIT__J48__laG__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	9e2dac70fd6c4417ac11f70d69b997e8dc1d4f97b5ea7d9aed80f6af9cf3ccdc	6QIT__J48__laE__aaA__rs101__m1__altA	6QIT__J48__laH__aaD__rs101__m1__altA
canonical_selected_sequence_sha256	a0170fbf775773968f20549f04182301c26c063bade9a5946d88e637d89a065d	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laIA__aaG__rs104__m1__alt.
canonical_selected_sequence_sha256	a0170fbf775773968f20549f04182301c26c063bade9a5946d88e637d89a065d	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laLA__aaH__rs103__m1__alt.
canonical_selected_sequence_sha256	a0170fbf775773968f20549f04182301c26c063bade9a5946d88e637d89a065d	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laOA__aaI__rs103__m1__alt.
canonical_selected_sequence_sha256	a0170fbf775773968f20549f04182301c26c063bade9a5946d88e637d89a065d	8TWH__LG1__laBA__aaE__rs104__m1__alt.	8TWH__LG1__laX__aaD__rs103__m1__alt.
canonical_selected_sequence_sha256	a037c494fdf903c12b84609e55334bdc8f8ef2be909043c7e4fd9c8846eabc15	3G8T__GLP__laM__aaE__rs5001__m1__alt.	3G8T__GLP__laZ__aaH__rs5004__m1__alt.
canonical_selected_sequence_sha256	a0ff10c7e79614fb253b6948a58b15b0f8246609838a719510d2b5d22e12081f	9VA0__CP0__laD__aaA__rs503__m1__alt.	9VA3__A1EQ9__laD__aaA__rs503__m1__alt.
canonical_selected_sequence_sha256	a26f400333472e305bc6353717ed836cb253365a7dff77d48e0caaebcb96c4d5	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0U__HPA__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	a26f400333472e305bc6353717ed836cb253365a7dff77d48e0caaebcb96c4d5	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0V__I7U__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	a26f400333472e305bc6353717ed836cb253365a7dff77d48e0caaebcb96c4d5	8K0T__TEP__laB__aaA__rs101__m1__alt.	8K0W__TEP__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	a2ecf0ca5108803afff611f8bbc2733f76d6420cd4db1e4bdab72297abc3c0d2	7KVT__2ZY__laB__aaB__rs101__m1__alt.	7KVU__2ZY__laG__aaG__rs106__m1__alt.
canonical_selected_sequence_sha256	a51069e53507508b015d4f1d3469dc2e3596f1c596d2ee3f16c41c069e28aebb	9HRD__GTP__laK__aaA__rs107__m1__alt.	9HRD__GTP__laR__aaB__rs107__m1__alt.
canonical_selected_sequence_sha256	a557bfd1462e5f8a37a39440f1bdaf095e045bc1fe826bb68503c9adc00a77df	6FC9__D5B__laB__aaA__rs101__m1__alt.	8ABN__LNF__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	a5fc589a0a56c09f0448570f7be49d7dcee7de9d682b3f892264de9db20c1527	2MGN__PQ3__laB__aaA__rs25__m1__alt.	2N6C__QUE__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	a5fc589a0a56c09f0448570f7be49d7dcee7de9d682b3f892264de9db20c1527	2MGN__PQ3__laB__aaA__rs25__m1__alt.	2N6C__QUE__laC__aaA__rs102__m1__alt.
canonical_selected_sequence_sha256	a626384a7d4e9d8ec716e4a7b6aaf7dbeb7df7a391ac5b2e59fee3bd666942de	6C65__EKJ__laD__aaA__rs101__m1__alt.	6C65__EKJ__laH__aaB__rs101__m1__alt.
canonical_selected_sequence_sha256	a6def9ff247c0f890bd37fff65d42decb9852d429928b7f08b91605f22be432a	8HB8__NMN__laB__aaA__rs101__m1__alt.	8HB8__NMN__laC__aaA__rs102__m1__alt.
canonical_selected_sequence_sha256	a7d817219837e4f026263306c8757b7044fb725287fa2f506febdf56a9abe12f	1K9G__DR1__laB__aaA__rs7__m1__alt.	1K9G__DR1__laC__aaA__rs8__m1__alt.
canonical_selected_sequence_sha256	ab4a50522e3f5d3f667ba4f5c235a0a6bada3377f4a83a023f17852b11174094	6M4T__F1R__laG__aaA__rs103__m1__alt.	6M4T__F1R__laJ__aaB__rs103__m1__alt.
canonical_selected_sequence_sha256	ab4a50522e3f5d3f667ba4f5c235a0a6bada3377f4a83a023f17852b11174094	6M4T__F1R__laG__aaA__rs103__m1__alt.	6M4T__F1R__laK__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	ab4a50522e3f5d3f667ba4f5c235a0a6bada3377f4a83a023f17852b11174094	6M4T__F1R__laG__aaA__rs103__m1__alt.	6M4T__F1R__laL__aaD__rs101__m1__alt.
canonical_selected_sequence_sha256	aee948f00e54e1b220495a7d5fef9ec7b9585a30863718937a9733075424ddf6	366D__DA6__laB__aaA__rs3013__m1__alt.	366D__DA6__laC__aaA__rs3015__m1__alt.
canonical_selected_sequence_sha256	b11622fa5ee73088d38c18e9b8574edbb89a3adaebc27bf770d51ef83fc987cf	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EBP__LUM__laJ__aaM__rs101__m1__alt.
canonical_selected_sequence_sha256	b11622fa5ee73088d38c18e9b8574edbb89a3adaebc27bf770d51ef83fc987cf	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EBV__LUM__laK__aaA__rs109__m1__alt.
canonical_selected_sequence_sha256	b11622fa5ee73088d38c18e9b8574edbb89a3adaebc27bf770d51ef83fc987cf	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EBV__LUM__laU__aaM__rs110__m1__alt.
canonical_selected_sequence_sha256	b11622fa5ee73088d38c18e9b8574edbb89a3adaebc27bf770d51ef83fc987cf	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EC4__CTI__laC__aaM__rs101__m1__alt.
canonical_selected_sequence_sha256	b11622fa5ee73088d38c18e9b8574edbb89a3adaebc27bf770d51ef83fc987cf	9EBP__LUM__laC__aaA__rs101__m1__alt.	9EC4__CTI__laO__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	b3ddf3f3857b14095ca3975a9745fce24af90b2dfb1fa08a7552a8199e3387a5	8HB1__NMN__laF__aaB__rs101__m1__alt.	8HB1__NMN__laG__aaB__rs102__m1__alt.
canonical_selected_sequence_sha256	b4bd3b2819f0ba7054ee5859ee4fbd2b6f5f1f4cdfd456e1bc78828299679fe2	6WTL__2BA__laB__aaA__rs201__m1__alt.	6WTL__2BA__laC__aaA__rs202__m1__alt.
canonical_selected_sequence_sha256	b54a62375f5cc5da3dc237378fc701fd41509a2869c9f4b47f3448c90dc6180c	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UIW__CTI__laM__aaR__rs205__m1__alt.
canonical_selected_sequence_sha256	b54a62375f5cc5da3dc237378fc701fd41509a2869c9f4b47f3448c90dc6180c	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UTA__PRL__laJ__aaN__rs204__m1__alt.
canonical_selected_sequence_sha256	b54a62375f5cc5da3dc237378fc701fd41509a2869c9f4b47f3448c90dc6180c	8UIW__CTI__laH__aaN__rs202__m1__alt.	8UTA__PRL__laN__aaR__rs204__m1__alt.
canonical_selected_sequence_sha256	b58a61047e9bc456947a63e3f4d9906a40743309d35bf399309c4259c5e1e15a	5ODF__CWN__laC__aaA__rs101__m1__alt.	6RIO__K4Z__laC__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	198D__DM5__laI__aaD__rs28__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1I5V__PPZ__laC__aaA__rs7__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1I5V__PPZ__laD__aaB__rs7__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1NAB__44D__laC__aaA__rs41__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1NAB__44D__laD__aaB__rs40__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1Z3F__EL__laC__aaA__rs41__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	1Z3F__EL__laE__aaB__rs42__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	3FT6__PRL__laC__aaA__rs21__m1__alt.
canonical_selected_sequence_sha256	b6a36b795dc505b3202938b276429ce5e4bb40511f362ae99b91b29013124965	198D__DM5__laE__aaA__rs25__m1__alt.	3FT6__PRL__laF__aaB__rs22__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laO__aaA__rs103__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laQ__aaC__rs102__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laS__aaF__rs102__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laT__aaG__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laV__aaI__rs102__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laX__aaM__rs102__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laY__aaN__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMI__AMP__laZ__aaO__rs201__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laM__aaA__rs201__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laN__aaA__rs202__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laS__aaF__rs201__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laT__aaF__rs202__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laV__aaM__rs201__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMJ__ADN__laY__aaN__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laM__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laN__aaB__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laR__aaF__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laT__aaG__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laW__aaM__rs101__m1__alt.
canonical_selected_sequence_sha256	b7c6d6226e1c6d67295f1ebdeebd8b7c2969230226cc11ba7c40c3baf23d2305	6YMI__AMP__laN__aaA__rs102__m1__alt.	6YMK__MTA__laX__aaM__rs102__m1__alt.
canonical_selected_sequence_sha256	bb50610bc9542135f2926f9247b2fce4b48ff652b77f5be559c30d55af61d44c	5LIT__6XV__laE__aaD__rs101__m1__alt.	5LIT__6XV__laG__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	bb50610bc9542135f2926f9247b2fce4b48ff652b77f5be559c30d55af61d44c	5LIT__6XV__laE__aaD__rs101__m1__alt.	6GIM__EZK__laE__aaD__rs101__m1__alt.
canonical_selected_sequence_sha256	bb50610bc9542135f2926f9247b2fce4b48ff652b77f5be559c30d55af61d44c	5LIT__6XV__laE__aaD__rs101__m1__alt.	6GIM__EZK__laF__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	bdcfad570f83ab9e7f4ff5ec7a6ac51d8459ab37049d26cda55aef99172a0249	2KD4__PRL__laC__aaA__rs17__m1__alt.	2KD4__PRL__laD__aaB__rs17__m1__alt.
canonical_selected_sequence_sha256	be5fa2eaf52c9178ae8bb5cd29f33bb25da14f41b3479f273e5dc715b29463e3	6GZK__FH8__laB__aaA__rs101__m1__alt.	6GZR__FH8__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	bf3638c8d76eb2a53bd624ee9a18807865b4c0cadd239f1678fe89e107403ae4	5JVW__6O6__laJ__aaB__rs102__m1__alt.	5JVW__6O6__laP__aaC__rs102__m1__alt.
canonical_selected_sequence_sha256	bf3638c8d76eb2a53bd624ee9a18807865b4c0cadd239f1678fe89e107403ae4	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laI__aaA__rs103__m1__alt.
canonical_selected_sequence_sha256	bf3638c8d76eb2a53bd624ee9a18807865b4c0cadd239f1678fe89e107403ae4	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laJ__aaA__rs104__m1__alt.
canonical_selected_sequence_sha256	bf3638c8d76eb2a53bd624ee9a18807865b4c0cadd239f1678fe89e107403ae4	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laLA__aaG__rs105__m1__alt.
canonical_selected_sequence_sha256	bf3638c8d76eb2a53bd624ee9a18807865b4c0cadd239f1678fe89e107403ae4	5JVW__6O6__laJ__aaB__rs102__m1__alt.	9MOZ__A1BNI__laW__aaD__rs104__m1__alt.
canonical_selected_sequence_sha256	c03484e1f75bd939c540e672af9277473e74cb897c59e8c21184c3d8f0dc0f04	8I44__53D__laB__aaA__rs20__m1__alt.	9U6Z__53D__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c1469ea0081c4b4c3ccfbdc0c5ff20e779fab5fb29cef8c16ab65aecba581138	6N5N__2BA__laB__aaA__rs201__m1__alt.	6N5N__2BA__laC__aaA__rs202__m1__alt.
canonical_selected_sequence_sha256	c1b75684e6373d7e60c4ddb3f49f650143c8303a4b2c6058ab302efa471c23f7	9I9W__B2R__laC__aaAAA__rs101__m1__alt.	9I9W__B2R__laD__aaAAA__rs102__m1__alt.
canonical_selected_sequence_sha256	c1b75684e6373d7e60c4ddb3f49f650143c8303a4b2c6058ab302efa471c23f7	9I9W__B2R__laC__aaAAA__rs101__m1__alt.	9I9W__B2R__laE__aaBBB__rs101__m1__alt.
canonical_selected_sequence_sha256	c23b3e77f41fc574a0b17329535280e4c1d83ae54aef79860362773489ecf3e5	9HRD__GTP__laFA__aaD__rs107__m1__alt.	9HRD__GTP__laY__aaC__rs107__m1__alt.
canonical_selected_sequence_sha256	c27e6f0a5aace74e4142396a2927aaa5c2c223f348d1dcb9d9fd59e4a556295c	2O5C__TDR__laE__aaD__rs799__m1__alt.	2O5E__TDR__laE__aaD__rs9__m1__alt.
canonical_selected_sequence_sha256	c2b5028e0586574422f04ed5d594df15fb561befdff1ed1ff0254bb43b7cefad	8TB8__HT1__laF__aaD__rs101__m1__alt.	8TBO__NT__laE__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c4f7010888e104dafd253799ee69e11cf75e37a414b5f4d56834cae8771b64ec	8VXZ__A1AED__laG__aaA__rs104__m1__alt.	8VY0__A1AEE__laH__aaA__rs105__m1__alt.
canonical_selected_sequence_sha256	c4f7010888e104dafd253799ee69e11cf75e37a414b5f4d56834cae8771b64ec	8VXZ__A1AED__laG__aaA__rs104__m1__alt.	8VY1__A1AEF__laL__aaB__rs103__m1__alt.
canonical_selected_sequence_sha256	c5044276a7dc813622f3505dff430343b62fe242e6ab5b55b0b0c97a26647c7e	3NX5__SAU__laE__aaC__rs7__m1__alt.	4D9X__KPT__laF__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	c5044276a7dc813622f3505dff430343b62fe242e6ab5b55b0b0c97a26647c7e	3NX5__SAU__laE__aaC__rs7__m1__alt.	4D9Y__CTI__laE__aaA__rs201__m1__alt.
canonical_selected_sequence_sha256	c5ab9afe34664d20dbf9964ccbf4c81b9c7df3ae7fe6e5b363a491ce5c503a83	26JR__A1EOV__laB__aaA__rs101__m1__alt.	26JT__A1EOB__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c5ab9afe34664d20dbf9964ccbf4c81b9c7df3ae7fe6e5b363a491ce5c503a83	26JR__A1EOV__laB__aaA__rs101__m1__alt.	7X2Z__7U0__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c5ab9afe34664d20dbf9964ccbf4c81b9c7df3ae7fe6e5b363a491ce5c503a83	26JR__A1EOV__laB__aaA__rs101__m1__alt.	7X3A__7V8__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	2L7V__QUL__laE__aaA__rs2__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	5W77__9WP__laD__aaA__rs103__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	5W77__9WP__laE__aaA__rs104__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	6JJ0__BO6__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	6O2L__BO6__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	6O2L__BO6__laC__aaA__rs102__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	7KBX__WAM__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	7KBX__WAM__laC__aaA__rs102__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	9L4E__A1EIH__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	c7c58704da92761f48abed7b8dd5f0fb852c4d47c6b994ffead86e56ef0c7591	2L7V__QUL__laD__aaA__rs1__m1__alt.	9L4E__A1EIH__laC__aaA__rs102__m1__alt.
canonical_selected_sequence_sha256	c8a432fb573da6675f09a9c16f13592dd2fb7b382503643a68be2e345c5c78b6	3KUY__ATV__laL__aaI__rs73__m1__alt.	3KUY__ATV__laM__aaJ__rs73__m1__alt.
canonical_selected_sequence_sha256	c8bbbeab96986d6705f8e6b7020b3783634b324562f05498790b0f422176c7bb	4QLM__2BA__laD__aaA__rs203__m1__alt.	4QLM__2BA__laE__aaA__rs204__m1__alt.
canonical_selected_sequence_sha256	ca847a6a8e2aa4765dd48ce06162df88694a7f46c77d07685985d57f7b3906ff	7WIE__7DG__laB__aaV__rs101__m1__alt.	7WIF__H4B__laB__aaV__rs101__m1__alt.
canonical_selected_sequence_sha256	ca847a6a8e2aa4765dd48ce06162df88694a7f46c77d07685985d57f7b3906ff	7WIE__7DG__laB__aaV__rs101__m1__alt.	7WII__NPR__laB__aaV__rs101__m1__alt.
canonical_selected_sequence_sha256	cb0a16964cc7b9068c53df96fa8fc730e2bcfeaac508e8e402a293b23f3c8796	8HBA__NAD__laD__aaA__rs102__m1__alt.	8HBA__NMN__laF__aaB__rs102__m1__alt.
canonical_selected_sequence_sha256	cca59af1378834f51a4a79b070efccd17802e1b93f7c2690644197e914379849	6YML__DSH__laF__aaA__rs102__m1__alt.	6YML__DSH__laH__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	ceb7d1956a0ec65eb5b80b0a322f671d289082f5a5fe2d0b1c1b1f8cda61cd71	7EOH__J8F__laB__aaA__rs101__m1__alt.	7EOI__J8F__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	ceb7d1956a0ec65eb5b80b0a322f671d289082f5a5fe2d0b1c1b1f8cda61cd71	7EOH__J8F__laB__aaA__rs101__m1__alt.	7EOJ__J8F__laB__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	cfd1115e8717e7f6b4a5e2e36269e59a05ae71f3c4afa7c1e784dc1aac3d14a9	2MG8__XR2__laC__aaB__rs101__m1__alt.	2MG8__XR2__laD__aaB__rs102__m1__alt.
canonical_selected_sequence_sha256	d00ebbcf578a03bdb9eeb214602087769367c82aa32bf0cee25db8bc3bfa950e	5BJO__747__laK__aaY__rs104__m1__alt.	5BJP__747__laL__aaY__rs104__m1__alt.
canonical_selected_sequence_sha256	d7f62117e791f680230d21c768ee947147ff6e13ea4a49a3cd1e214f56997066	8TAP__NT__laE__aaC__rs101__m1__alt.	8TAQ__HT1__laF__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	d7f62117e791f680230d21c768ee947147ff6e13ea4a49a3cd1e214f56997066	8TAP__NT__laE__aaC__rs101__m1__alt.	8TDT__DAP__laJ__aaC__rs101__m1__alt.
canonical_selected_sequence_sha256	d85f6e1bca51922c3a5a8ca7a814a383fd274a8292349d6ad1f15ec338134834	8JY0__V8C__laO__aaD__rs203__m1__alt.	8JY0__V8C__laQ__aaF__rs101__m1__alt.
canonical_selected_sequence_sha256	d880dd43373486d9f354a9446ba81a840585559cca359926f1a53ae95b3592fb	9DLL__A1AZM__laC__aaB__rs101__m1__alt.	9DLM__A1AZL__laC__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	d880dd43373486d9f354a9446ba81a840585559cca359926f1a53ae95b3592fb	9DLL__A1AZM__laC__aaB__rs101__m1__alt.	9DLN__MQC__laC__aaA__rs101__m1__alt.
canonical_selected_sequence_sha256	dd400689a4b7bfdedf2c4facf27d5dcf17a4fcc3c70e0705c725f1b5ec9b308c	198D__DM5__laG__aaB__rs26__m1__alt.	198D__DM5__laH__aaD__rs27__m1__alt.
