method	complex_id	benchmark_memberships	rankable_lt2	oracle_rmsd_A	complex_failure	valid_score_count	invalid_score_count	pose_score_failure_rate	top1_success	top3_success	top5_success	mrr_first_lt2	ndcg_at_10	top1_rmsd_A	regret_A
PLANTS-CHEMPLP-1.2	1tob	Chen;Philips;Ruiz	False	2.2437617642449252	False	40	0	0.0	0	0	0	0.0	0.8222819197760093	2.551533617809591	0.30777185356466585
PLANTS-CHEMPLP-1.2	1u8d	Chen;Ruiz	False	2.8086222024330723	False	40	0	0.0	0	0	0	0.0	1.0	2.865571924241302	0.05694972180822955
PLANTS-CHEMPLP-1.2	1uts	Philips;Ruiz;Yan	False	3.66591238602343	False	40	0	0.0	0	0	0	0.0	0.3928320558715117	4.318994044334861	0.653081658311431
PLANTS-CHEMPLP-1.2	1uud	Chen;Philips;Ruiz;Yan	False	4.799426024765878	False	40	0	0.0	0	0	0	0.0	0.2960819109658652	6.971576479735412	2.1721504549695343
PLANTS-CHEMPLP-1.2	1uui	Philips;Ruiz	True	1.2204785934036377	False	40	0	0.0	0	1	1	0.3333333333333333	0.4922184428383689	5.9038283186862515	4.683349725282614
PLANTS-CHEMPLP-1.2	1xbp	Philips	False	2.0432794041039264	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1xpf	Philips;Ruiz	True	1.2621769515970638	False	40	0	0.0	0	1	1	0.5	0.874233276401097	2.7214371955431407	1.459260243946077
PLANTS-CHEMPLP-1.2	1y26	Chen;Philips;Ruiz	True	0.3459016854541189	False	40	0	0.0	1	1	1	1.0	0.9278511210730239	0.3822278744414119	0.03632618898729295
PLANTS-CHEMPLP-1.2	1y27	Chen	True	0.42165238267817423	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	1ykv	Chen;Yan	True	0.8136967939595191	False	40	0	0.0	1	1	1	1.0	0.92663607790064	0.9848118134228199	0.17111501946330077
PLANTS-CHEMPLP-1.2	1yrj	Chen;Ruiz;Yan	True	1.5864127895724114	False	40	0	0.0	0	0	1	0.25	0.6545879693729328	2.548398827987191	0.9619860384147796
PLANTS-CHEMPLP-1.2	1zz5	Chen	True	1.9276680521470217	False	40	0	0.0	0	0	0	0.05555555555555555	0.35335658916689416	2.278344853230938	0.3506768010839163
PLANTS-CHEMPLP-1.2	2au4	Ruiz;Yan	False	2.6098290481610085	False	40	0	0.0	0	0	0	0.0	0.7581015865263905	3.5658776208932776	0.9560485727322692
PLANTS-CHEMPLP-1.2	2b57	Yan	True	0.2784821978968396	False	40	0	0.0	1	1	1	1.0	0.9469324543326584	0.37185077041004677	0.09336857251320718
PLANTS-CHEMPLP-1.2	2be0	Chen;Philips;Ruiz;Yan	False	3.560703918765977	False	40	0	0.0	0	0	0	0.0	0.17376534287144002	9.94217451168351	6.381470592917532
PLANTS-CHEMPLP-1.2	2bee	Philips;Ruiz;Yan	False	2.694421231366918	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	2d55	Yan	False	4.722855449866461	False	40	0	0.0	0	0	0	0.0	0.55206785919664	7.0121408684113335	2.289285418544872
PLANTS-CHEMPLP-1.2	2esi	Chen	True	1.447672750878583	False	40	0	0.0	0	1	1	0.3333333333333333	0.5606962930259591	2.238842120382766	0.791169369504183
PLANTS-CHEMPLP-1.2	2esj	Ruiz	False	2.7541699940551685	False	40	0	0.0	0	0	0	0.0	0.3238857569083618	5.2214867130555245	2.467316719000356
PLANTS-CHEMPLP-1.2	2et3	Ruiz	True	1.258566850083472	False	40	0	0.0	1	1	1	1.0	0.5790284504716123	1.4404470033134993	0.18188015323002737
PLANTS-CHEMPLP-1.2	2et4	Ruiz	True	1.73884504327551	False	40	0	0.0	0	0	0	0.02857142857142857	0.27706472623465206	5.145947948235814	3.407102904960304
PLANTS-CHEMPLP-1.2	2et8	Chen;Philips;Ruiz	True	0.8622047679166382	False	40	0	0.0	0	0	0	0.16666666666666666	0.28163720273137616	6.055219462767036	5.193014694850398
PLANTS-CHEMPLP-1.2	2f4s	Ruiz	True	1.4976502671609522	False	40	0	0.0	1	1	1	1.0	0.6304908332987565	1.718959110915672	0.22130884375471993
PLANTS-CHEMPLP-1.2	2f4t	Chen;Ruiz;Yan	True	1.8236189809590941	False	40	0	0.0	0	0	0	0.041666666666666664	0.0975923529944634	7.684009203459945	5.860390222500851
PLANTS-CHEMPLP-1.2	2f4u	Philips;Ruiz;Yan	True	1.3189682171219206	False	40	0	0.0	0	1	1	0.5	0.31344439568620985	9.375657547236651	8.05668933011473
PLANTS-CHEMPLP-1.2	2fcx	Ruiz	True	1.377127866909309	False	40	0	0.0	1	1	1	1.0	0.6751668830928483	1.4389189535898121	0.06179108668050315
PLANTS-CHEMPLP-1.2	2fcy	Ruiz	False	2.188452685825133	False	40	0	0.0	0	0	0	0.0	0.11115951480882888	9.371999463409228	7.183546777584095
PLANTS-CHEMPLP-1.2	2fcz	Chen;Philips;Ruiz	True	1.1486058859723483	False	40	0	0.0	0	0	1	0.25	0.4368416865208129	4.944261062047332	3.7956551760749835
PLANTS-CHEMPLP-1.2	2fd0	Chen;Philips;Ruiz	False	2.177141944729374	False	40	0	0.0	0	0	0	0.0	0.4458567890377042	11.126399527967775	8.949257583238401
PLANTS-CHEMPLP-1.2	2g5k	Yan	True	1.9817026195073184	False	40	0	0.0	0	0	0	0.07692307692307693	0.4409926790710211	2.19436386244643	0.21266124293911148
PLANTS-CHEMPLP-1.2	2g5q	Chen;Philips;Ruiz	True	1.3671477774000875	False	40	0	0.0	1	1	1	1.0	0.41833972839002304	1.7242758809859864	0.35712810358589886
PLANTS-CHEMPLP-1.2	2g9c	Yan	True	0.250364687339622	False	40	0	0.0	1	1	1	1.0	0.8634713897965731	0.3050430315727784	0.05467834423315637
PLANTS-CHEMPLP-1.2	2gdi	Chen;Philips	True	0.9672940538111776	False	40	0	0.0	0	1	1	0.3333333333333333	0.7151015110140664	2.4309906945365047	1.4636966407253271
PLANTS-CHEMPLP-1.2	2gis	Chen	True	1.253357946714582	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	2juk	Ruiz	False	4.113089637162474	False	40	0	0.0	0	0	0	0.0	0.13886244387355454	6.0733249900418365	1.9602353528793621
PLANTS-CHEMPLP-1.2	2jwq	Yan	True	1.4500129621187874	False	40	0	0.0	1	1	1	1.0	0.8230667627430557	1.4500129621187874	0.0
PLANTS-CHEMPLP-1.2	2kgp	Chen;Yan	True	1.0569237153172404	False	40	0	0.0	1	1	1	1.0	0.8675582430469357	1.2903555613424935	0.23343184602525313
PLANTS-CHEMPLP-1.2	2ktz	Chen;Yan	True	0.6235266564505063	False	40	0	0.0	0	0	1	0.25	0.3882047626431879	6.818733547559158	6.1952068911086515
PLANTS-CHEMPLP-1.2	2ku0	Chen;Yan	True	1.245806420512956	False	40	0	0.0	0	0	0	0.05555555555555555	0.030318052281844945	6.254295313552953	5.008488893039997
PLANTS-CHEMPLP-1.2	2l94	Yan	True	0.9025169714470749	False	40	0	0.0	1	1	1	1.0	0.9621404437403492	0.9245577406702804	0.022040769223205525
PLANTS-CHEMPLP-1.2	2loa	Yan	False	2.5194676881712796	False	40	0	0.0	0	0	0	0.0	0.3527410651459456	3.9271737260761217	1.407706037904842
PLANTS-CHEMPLP-1.2	2mb3	Yan	True	1.875009959386883	False	40	0	0.0	0	0	0	0.14285714285714285	0.26889507726772094	10.647347725306993	8.77233776592011
PLANTS-CHEMPLP-1.2	2o3v	Chen;Ruiz	False	2.9836500796363983	False	40	0	0.0	0	0	0	0.0	0.46882595583513387	4.497452310395933	1.5138022307595347
PLANTS-CHEMPLP-1.2	2o3w	Ruiz;Yan	False	2.4886670918480878	False	40	0	0.0	0	0	0	0.0	0.4291232769224081	5.116411767607675	2.627744675759587
PLANTS-CHEMPLP-1.2	2o3x	Philips;Ruiz;Yan	True	1.508943347340738	False	40	0	0.0	1	1	1	1.0	0.7636557486502092	1.7754141317886483	0.26647078444791017
PLANTS-CHEMPLP-1.2	2oe5	Philips;Ruiz	True	1.5115900851108426	False	40	0	0.0	1	1	1	1.0	0.7811195595890343	1.5821676219838567	0.07057753687301416
PLANTS-CHEMPLP-1.2	2oe8	Chen;Ruiz	True	1.554948458344555	False	40	0	0.0	1	1	1	1.0	0.6038861572476343	1.554948458344555	0.0
PLANTS-CHEMPLP-1.2	2ogn	Philips	True	1.7742209103682316	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	2pwt	Chen;Philips	False	4.541330217146366	False	40	0	0.0	0	0	0	0.0	0.20438239758848611	9.595088023445468	5.053757806299102
PLANTS-CHEMPLP-1.2	2tob	Chen;Philips;Ruiz	False	2.4798907897450846	False	40	0	0.0	0	0	0	0.0	0.7819835854675755	3.0647056549630505	0.5848148652179659
PLANTS-CHEMPLP-1.2	2xnw	Yan	True	0.31603037037601317	False	40	0	0.0	1	1	1	1.0	1.0	0.3358882552278362	0.01985788485182305
PLANTS-CHEMPLP-1.2	2xnz	Yan	True	0.18425218225754264	False	40	0	0.0	1	1	1	1.0	1.0	0.2664802306613629	0.08222804840382025
PLANTS-CHEMPLP-1.2	2xo0	Yan	True	0.2622224723398056	False	40	0	0.0	1	1	1	1.0	0.5921977084299824	0.49293480679497564	0.23071233445517003
PLANTS-CHEMPLP-1.2	2xo1	Yan	True	0.3066500715206767	False	40	0	0.0	1	1	1	1.0	0.9341466203092162	0.3066500715206767	0.0
PLANTS-CHEMPLP-1.2	2ydh	Yan	True	0.9351579327895684	False	40	0	0.0	1	1	1	1.0	0.7154320487758717	0.9351579327895684	0.0
PLANTS-CHEMPLP-1.2	2ygh	Yan	True	0.8085414701107724	False	40	0	0.0	1	1	1	1.0	1.0	0.8085414701107724	0.0
PLANTS-CHEMPLP-1.2	316d	Yan	False	2.8136914808771127	False	40	0	0.0	0	0	0	0.0	0.5231752290207446	4.2388528884074805	1.4251614075303678
PLANTS-CHEMPLP-1.2	3c44	Ruiz	True	1.6293838418394908	False	40	0	0.0	1	1	1	1.0	0.6407946266228608	1.800634393167348	0.17125055132785727
PLANTS-CHEMPLP-1.2	3d2x	Philips	False	2.0356098555091924	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	3dil	Chen	True	0.7641134176285612	False	40	0	0.0	1	1	1	1.0	0.8859554198836609	1.7622499870903674	0.9981365694618062
PLANTS-CHEMPLP-1.2	3ds7	Yan	True	0.8217342892354335	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	3dvv	Chen	True	1.2764267243287588	False	40	0	0.0	0	1	1	0.5	0.6575123959566593	4.965749410810793	3.6893226864820345
PLANTS-CHEMPLP-1.2	3e5c	Yan	True	1.999396467177774	False	40	0	0.0	0	0	0	0.058823529411764705	0.293493482637089	4.47897579545774	2.479579328279966
PLANTS-CHEMPLP-1.2	3f2q	Chen	True	1.0101305388334074	False	40	0	0.0	1	1	1	1.0	0.5829965388414337	1.6595572292321754	0.649426690398768
PLANTS-CHEMPLP-1.2	3fo4	Yan	True	0.2613436174151499	False	40	0	0.0	1	1	1	1.0	0.9588282270969025	0.34948195297403467	0.08813833555888478
PLANTS-CHEMPLP-1.2	3fo6	Yan	True	0.22728604041310277	False	40	0	0.0	1	1	1	1.0	1.0	0.22728604041310277	0.0
PLANTS-CHEMPLP-1.2	3gao	Yan	True	0.33643264353561714	False	40	0	0.0	1	1	1	1.0	0.773881610832739	0.33643264353561714	0.0
PLANTS-CHEMPLP-1.2	3ger	Yan	True	0.19989114992460735	False	40	0	0.0	1	1	1	1.0	0.9603250160361274	0.19989114992460735	0.0
PLANTS-CHEMPLP-1.2	3ges	Yan	True	0.2499471444125742	False	40	0	0.0	1	1	1	1.0	0.9984384086111778	0.2499471444125742	0.0
PLANTS-CHEMPLP-1.2	3gog	Yan	True	0.3998875762465794	False	40	0	0.0	1	1	1	1.0	1.0	0.3998875762465794	0.0
PLANTS-CHEMPLP-1.2	3got	Yan	False	2.7716463906035083	False	40	0	0.0	0	0	0	0.0	1.0	3.3504074299051503	0.578761039301642
PLANTS-CHEMPLP-1.2	3gx2	Chen;Philips	True	1.4084389881472794	False	40	0	0.0	1	1	1	1.0	0.799415381414959	1.4084389881472794	0.0
PLANTS-CHEMPLP-1.2	3gx3	Chen	True	1.0187102173449898	False	40	0	0.0	0	0	1	0.2	0.49925402593250484	2.3742021410441145	1.3554919236991247
PLANTS-CHEMPLP-1.2	3gx5	Chen	True	1.770310961698851	False	40	0	0.0	0	0	0	0.14285714285714285	0.6879136661834281	2.045497498934709	0.27518653723585773
PLANTS-CHEMPLP-1.2	3gx7	Chen	True	0.9634540639456212	False	40	0	0.0	1	1	1	1.0	0.6523384538781523	0.9634540639456212	0.0
PLANTS-CHEMPLP-1.2	3la5	Chen;Yan	True	0.4656472981238049	False	40	0	0.0	1	1	1	1.0	0.9371166382005485	0.6538233276275787	0.18817602950377377
PLANTS-CHEMPLP-1.2	3mum	Yan	False	3.9643502277773415	False	40	0	0.0	0	0	0	0.0	0.44496233966954024	4.10474093370411	0.1403907059267686
PLANTS-CHEMPLP-1.2	3mur	Yan	False	2.887031483992722	False	40	0	0.0	0	0	0	0.0	1.0	3.0107333570728754	0.12370187308015357
PLANTS-CHEMPLP-1.2	3mxh	Yan	False	3.3503603627397145	False	40	0	0.0	0	0	0	0.0	1.0	3.9405141452772927	0.5901537825375782
PLANTS-CHEMPLP-1.2	3npn	Yan	True	1.3746024435058704	False	40	0	0.0	0	1	1	0.3333333333333333	0.3376192993020811	8.89221294850379	7.517610504997919
PLANTS-CHEMPLP-1.2	3npq	Chen	True	1.5500293256531037	False	40	0	0.0	1	1	1	1.0	0.5973311468400941	1.6425176977152154	0.09248837206211169
PLANTS-CHEMPLP-1.2	3owz	Yan	True	0.5381498397286741	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	3q3z	Chen;Yan	False	3.031699731604153	False	40	0	0.0	0	0	0	0.0	1.0	3.1007442837584773	0.06904455215432437
PLANTS-CHEMPLP-1.2	3q50	Yan	True	0.46515965083961236	False	40	0	0.0	1	1	1	1.0	0.940487524054191	0.7683620310564753	0.3032023802168629
PLANTS-CHEMPLP-1.2	3s4p	Yan	False	3.012090399774731	False	40	0	0.0	0	0	0	0.0	0.4114350473367146	9.578818640940947	6.566728241166215
PLANTS-CHEMPLP-1.2	3slm	Yan	True	0.7676568107757754	False	40	0	0.0	1	1	1	1.0	0.8572006040137921	0.8824292497812869	0.11477243900551148
PLANTS-CHEMPLP-1.2	407d	Yan	True	1.2836002777831577	True	0	40	1.0	0	0	0	0.0	0.0		
PLANTS-CHEMPLP-1.2	408d	Yan	True	1.2521951214278308	False	40	0	0.0	1	1	1	1.0	0.7034066032439746	1.3633277649490056	0.1111326435211748
PLANTS-CHEMPLP-1.2	4aob	Yan	True	1.5428576303105248	False	40	0	0.0	1	1	1	1.0	0.7248728992953603	1.9767796731796632	0.4339220428691384
PLANTS-CHEMPLP-1.2	4erj	Yan	True	0.4577464521374737	False	40	0	0.0	1	1	1	1.0	1.0	0.5741949485051999	0.1164484963677262
PLANTS-CHEMPLP-1.2	4fe5	Yan	False	2.83347179587163	False	40	0	0.0	0	0	0	0.0	1.0	3.2933408677208003	0.4598690718491705
PLANTS-CHEMPLP-1.2	4jf2	Yan	True	0.2420939439397603	False	40	0	0.0	1	1	1	1.0	1.0	0.29699952343914143	0.05490557949938113
PLANTS-CHEMPLP-1.2	4kqy	Yan	True	1.3444671812586133	False	40	0	0.0	0	1	1	0.3333333333333333	0.5563609658257104	2.483546388772552	1.1390792075139387
PLANTS-CHEMPLP-1.2	4lvv	Yan	True	1.6659476977878704	False	40	0	0.0	0	0	0	0.16666666666666666	0.679571948778148	2.653452652843528	0.9875049550556574
SurfNA-scorer0	1am0	Chen;Philips;Ruiz	True	1.010526539676868	False	40	0	0.0	1	1	1	1.0	1.0	1.2132035223002526	0.20267698262338474
SurfNA-scorer0	1arj	Yan	True	1.4546008195263285	False	40	0	0.0	1	1	1	1.0	0.9621404437403492	1.987684178049085	0.5330833585227566
SurfNA-scorer0	1byj	Chen;Philips;Ruiz;Yan	True	1.0964407310813447	False	40	0	0.0	1	1	1	1.0	0.7766550878377376	1.3956350513123452	0.29919432023100057
SurfNA-scorer0	1cvx	Yan	True	1.469550698484631	False	40	0	0.0	1	1	1	1.0	0.6184621846355329	1.9592853617986161	0.4897346633139852
SurfNA-scorer0	1cvy	Yan	True	1.451309373224231	False	40	0	0.0	1	1	1	1.0	0.8470834007796606	1.9026532571704378	0.4513438839462067
SurfNA-scorer0	1db6	Yan	True	1.5406292602375178	False	40	0	0.0	0	0	0	0.06666666666666667	0.257037921310369	4.997107939682045	3.456478679444527
SurfNA-scorer0	1eht	Chen;Philips;Ruiz	True	0.5976845675669501	False	40	0	0.0	1	1	1	1.0	0.7870909976509585	0.7798462535851339	0.18216168601818383
SurfNA-scorer0	1ei2	Chen;Philips;Ruiz	False	2.8688199810740174	False	40	0	0.0	0	0	0	0.0	0.1614208194205698	8.265689496734593	5.396869515660576
SurfNA-scorer0	1f1t	Chen;Philips;Ruiz;Yan	True	0.34244180527499796	False	40	0	0.0	1	1	1	1.0	1.0	0.523481614547474	0.18103980927247604
SurfNA-scorer0	1f27	Chen;Philips;Ruiz;Yan	True	1.673565540993241	False	40	0	0.0	1	1	1	1.0	0.8024810270405995	1.7198342772633648	0.046268736270123734
SurfNA-scorer0	1fjg	Philips	False	2.4929165963643007	False	40	0	0.0	0	0	0	0.0	0.4179623945769957	3.0452685610710306	0.5523519647067299
SurfNA-scorer0	1fmn	Chen;Philips;Ruiz	True	1.043119549329581	False	40	0	0.0	1	1	1	1.0	0.8083513656737865	1.043119549329581	0.0
SurfNA-scorer0	1fyp	Chen;Philips;Ruiz;Yan	False	2.1885660559349076	False	40	0	0.0	0	0	0	0.0	0.7486074865279203	2.70597601061059	0.5174099546756823
SurfNA-scorer0	1hnw	Philips	False	2.570370683201645	False	40	0	0.0	0	0	0	0.0	1.0	2.8777935131581285	0.3074228299564834
SurfNA-scorer0	1i9v	Yan	False	2.8191762082380087	False	40	0	0.0	0	0	0	0.0	0.7799082337019199	8.802601494147165	5.983425285909156
SurfNA-scorer0	1j7t	Chen;Philips;Ruiz	False	2.1334765656529897	False	40	0	0.0	0	0	0	0.0	0.7413907499369783	2.1334765656529897	0.0
SurfNA-scorer0	1koc	Chen;Philips;Ruiz	True	1.1731711742821962	False	40	0	0.0	0	1	1	0.5	0.7714152866804275	2.015369319339097	0.8421981450569009
SurfNA-scorer0	1lc4	Chen;Ruiz	True	1.4541866945134658	False	40	0	0.0	1	1	1	1.0	0.808420271327562	1.4541866945134658	0.0
SurfNA-scorer0	1lvj	Chen;Ruiz	False	4.779434983524635	False	40	0	0.0	0	0	0	0.0	0.9363792118010481	5.0676753567394535	0.2882403732148182
SurfNA-scorer0	1mwl	Chen;Philips;Ruiz	True	1.496875025334643	False	40	0	0.0	1	1	1	1.0	0.7704393892802212	1.496875025334643	0.0
SurfNA-scorer0	1nbk	Philips	True	1.1126695983085002	False	40	0	0.0	1	1	1	1.0	1.0	1.831640972370587	0.7189713740620869
SurfNA-scorer0	1nem	Chen;Philips;Ruiz	False	2.0908646676845035	False	40	0	0.0	0	0	0	0.0	0.74591043058532	4.414117632799388	2.3232529651148845
SurfNA-scorer0	1nta	Ruiz	True	1.7214690151147072	False	40	0	0.0	0	1	1	0.5	0.8447092793045974	3.2303501725819137	1.5088811574672065
SurfNA-scorer0	1ntb	Chen;Ruiz	True	1.9759228848186359	False	40	0	0.0	1	1	1	1.0	0.7050682778861953	1.9759228848186359	0.0
SurfNA-scorer0	1nzm	Yan	True	0.48557503658430146	False	40	0	0.0	1	1	1	1.0	1.0	0.5178262390475726	0.03225120246327118
SurfNA-scorer0	1o15	Ruiz	True	0.43604654303446555	False	40	0	0.0	1	1	1	1.0	0.9010362095152994	0.8083956785367695	0.372349135502304
SurfNA-scorer0	1o9m	Ruiz	False	2.03138917319478	False	40	0	0.0	0	0	0	0.0	1.0	2.03138917319478	0.0
SurfNA-scorer0	1p96	Yan	True	1.890397318772039	False	40	0	0.0	1	1	1	1.0	0.9373903617480912	1.890397318772039	0.0
SurfNA-scorer0	1pbr	Chen;Philips;Ruiz	True	1.705537819937774	False	40	0	0.0	0	1	1	0.5	0.5778941653737113	2.0900829168446204	0.38454509690684646
SurfNA-scorer0	1q8n	Chen;Philips;Ruiz;Yan	True	0.7660217529548362	False	40	0	0.0	1	1	1	1.0	1.0	0.8835340068158102	0.11751225386097397
SurfNA-scorer0	1qd3	Chen;Ruiz;Yan	True	1.928330414349357	False	40	0	0.0	0	0	0	0.037037037037037035	0.601390661495201	2.365052374482988	0.4367219601336312
SurfNA-scorer0	1qv4	Yan	True	1.3794472552439256	False	40	0	0.0	1	1	1	1.0	0.6319515907971062	1.3794472552439256	0.0
SurfNA-scorer0	1qv8	Yan	True	0.7532759854755212	False	40	0	0.0	1	1	1	1.0	0.754595896395787	1.042726146581501	0.28945016110597976
SurfNA-scorer0	1r4e	Yan	True	1.7529805623712096	False	40	0	0.0	0	1	1	0.5	0.7875514541908171	2.2343203467262414	0.4813397843550318
SurfNA-scorer0	1tob	Chen;Philips;Ruiz	False	2.2437617642449252	False	40	0	0.0	0	0	0	0.0	0.22119341301481266	7.637656677914208	5.393894913669283
SurfNA-scorer0	1u8d	Chen;Ruiz	False	2.8086222024330723	False	40	0	0.0	0	0	0	0.0	1.0	2.878806125983478	0.07018392355040559
SurfNA-scorer0	1uts	Philips;Ruiz;Yan	False	3.66591238602343	False	40	0	0.0	0	0	0	0.0	0.6071438251071742	4.107981277545782	0.4420688915223514
SurfNA-scorer0	1uud	Chen;Philips;Ruiz;Yan	False	4.799426024765878	False	40	0	0.0	0	0	0	0.0	0.20210734650054757	7.428923076516542	2.629497051750664
SurfNA-scorer0	1uui	Philips;Ruiz	True	1.2204785934036377	False	40	0	0.0	0	0	0	0.1	0.2570598289626689	5.910444213975946	4.689965620572309
SurfNA-scorer0	1xbp	Philips	False	2.0432794041039264	False	40	0	0.0	0	0	0	0.0	0.8777267965010667	2.7028067939807023	0.659527389876776
SurfNA-scorer0	1xpf	Philips;Ruiz	True	1.2621769515970638	False	40	0	0.0	1	1	1	1.0	0.9621404437403492	1.698412636425975	0.4362356848289113
SurfNA-scorer0	1y26	Chen;Philips;Ruiz	True	0.3459016854541189	False	40	0	0.0	0	0	0	0.07692307692307693	0.5708681604027612	3.0861853883070602	2.7402837028529414
SurfNA-scorer0	1y27	Chen	True	0.42165238267817423	False	40	0	0.0	1	1	1	1.0	1.0	0.42165238267817423	0.0
SurfNA-scorer0	1ykv	Chen;Yan	True	0.8136967939595191	False	40	0	0.0	1	1	1	1.0	1.0	0.9848118134228199	0.17111501946330077
SurfNA-scorer0	1yrj	Chen;Ruiz;Yan	True	1.5864127895724114	False	40	0	0.0	0	1	1	0.3333333333333333	0.7012144179614818	2.139597848295897	0.5531850587234854
SurfNA-scorer0	1zz5	Chen	True	1.9276680521470217	False	40	0	0.0	0	1	1	0.3333333333333333	0.43427837269934466	5.237788439324555	3.310120387177533
SurfNA-scorer0	2au4	Ruiz;Yan	False	2.6098290481610085	False	40	0	0.0	0	0	0	0.0	0.6075001198357866	4.427587742072426	1.8177586939114172
SurfNA-scorer0	2b57	Yan	True	0.2784821978968396	False	40	0	0.0	1	1	1	1.0	0.9358380494819091	0.37066365052184663	0.09218145262500704
SurfNA-scorer0	2be0	Chen;Philips;Ruiz;Yan	False	3.560703918765977	False	40	0	0.0	0	0	0	0.0	0.0829071384176138	9.108100378255864	5.547396459489887
SurfNA-scorer0	2bee	Philips;Ruiz;Yan	False	2.694421231366918	False	40	0	0.0	0	0	0	0.0	0.6464685391727654	3.4359854177543316	0.7415641863874138
SurfNA-scorer0	2d55	Yan	False	4.722855449866461	False	40	0	0.0	0	0	0	0.0	0.46299204139243627	7.0121408684113335	2.289285418544872
SurfNA-scorer0	2esi	Chen	True	1.447672750878583	False	40	0	0.0	1	1	1	1.0	0.4492004530653047	1.7028963993648285	0.25522364848624557
SurfNA-scorer0	2esj	Ruiz	False	2.7541699940551685	False	40	0	0.0	0	0	0	0.0	0.12084949135917224	10.066279696457261	7.312109702402093
SurfNA-scorer0	2et3	Ruiz	True	1.258566850083472	False	40	0	0.0	1	1	1	1.0	0.8564624436311974	1.4404470033134993	0.18188015323002737
SurfNA-scorer0	2et4	Ruiz	True	1.73884504327551	False	40	0	0.0	0	0	0	0.030303030303030304	0.4780235293536693	2.158650365831568	0.41980532255605785
SurfNA-scorer0	2et8	Chen;Philips;Ruiz	True	0.8622047679166382	False	40	0	0.0	1	1	1	1.0	1.0	1.0837299124698088	0.22152514455317052
SurfNA-scorer0	2f4s	Ruiz	True	1.4976502671609522	False	40	0	0.0	0	1	1	0.5	0.8724916489737737	3.218648434443479	1.7209981672825267
SurfNA-scorer0	2f4t	Chen;Ruiz;Yan	True	1.8236189809590941	False	40	0	0.0	0	0	0	0.1	0.4226344958187901	8.288096335123386	6.464477354164292
SurfNA-scorer0	2f4u	Philips;Ruiz;Yan	True	1.3189682171219206	False	40	0	0.0	1	1	1	1.0	0.6404043290055392	1.3189682171219206	0.0
SurfNA-scorer0	2fcx	Ruiz	True	1.377127866909309	False	40	0	0.0	1	1	1	1.0	0.882214432161305	1.6255220364267882	0.24839416951747917
SurfNA-scorer0	2fcy	Ruiz	False	2.188452685825133	False	40	0	0.0	0	0	0	0.0	0.7103133335237044	4.787420900826108	2.598968215000975
SurfNA-scorer0	2fcz	Chen;Philips;Ruiz	True	1.1486058859723483	False	40	0	0.0	1	1	1	1.0	0.7000424795147723	1.1486058859723483	0.0
SurfNA-scorer0	2fd0	Chen;Philips;Ruiz	False	2.177141944729374	False	40	0	0.0	0	0	0	0.0	0.6660768994378579	2.7631901761230764	0.5860482313937023
SurfNA-scorer0	2g5k	Yan	True	1.9817026195073184	False	40	0	0.0	0	0	0	0.0625	0.2896628846564358	3.7664275759843227	1.7847249564770042
SurfNA-scorer0	2g5q	Chen;Philips;Ruiz	True	1.3671477774000875	False	40	0	0.0	1	1	1	1.0	0.7940329057253641	1.5647800299882408	0.1976322525881533
SurfNA-scorer0	2g9c	Yan	True	0.250364687339622	False	40	0	0.0	1	1	1	1.0	0.8164527516373896	0.49061549891720435	0.24025081157758232
SurfNA-scorer0	2gdi	Chen;Philips	True	0.9672940538111776	False	40	0	0.0	1	1	1	1.0	0.7329262180112152	0.9672940538111776	0.0
SurfNA-scorer0	2gis	Chen	True	1.253357946714582	False	40	0	0.0	1	1	1	1.0	0.7715589932974258	1.3957349437960396	0.14237699708145768
SurfNA-scorer0	2juk	Ruiz	False	4.113089637162474	False	40	0	0.0	0	0	0	0.0	0.3542454231505416	8.424624576244728	4.311534939082254
SurfNA-scorer0	2jwq	Yan	True	1.4500129621187874	False	40	0	0.0	1	1	1	1.0	0.8513008286850747	1.5166815888231122	0.06666862670432483
SurfNA-scorer0	2kgp	Chen;Yan	True	1.0569237153172404	False	40	0	0.0	1	1	1	1.0	1.0	1.4023833880888277	0.3454596727715873
SurfNA-scorer0	2ktz	Chen;Yan	True	0.6235266564505063	False	40	0	0.0	1	1	1	1.0	1.0	0.6236163341141033	8.96776635970209e-05
SurfNA-scorer0	2ku0	Chen;Yan	True	1.245806420512956	False	40	0	0.0	1	1	1	1.0	0.9305687780632228	1.7314408111768347	0.4856343906638787
SurfNA-scorer0	2l94	Yan	True	0.9025169714470749	False	40	0	0.0	1	1	1	1.0	0.913487233659423	0.9025169714470749	0.0
