method	repeat	complex_name	native_rank	formal_rmsd_A	slot_status	source_rank_field	source_value_field
LeDock	1	3s4p	8	8.16555042	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3s4p	9	8.92391879	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3s4p	10	6.17661666	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	1	1.30829725	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	2	1.87824093	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	3	1.82687703	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	4	1.29991456	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	5	1.88798381	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	6	1.50227617	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	7	1.51761306	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	8	1.29743178	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	9	1.56971379	FORMAL_VALID	rank	formal_rmsd
LeDock	1	3slm	10	1.27882174	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	1	15.88110904	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	2	15.50786201	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	3	15.54852897	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	4	16.03943249	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	5	15.79024566	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	6	14.92395226	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	7	16.01032175	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	8	15.63395025	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	9	15.84765727	FORMAL_VALID	rank	formal_rmsd
LeDock	1	407d	10	14.95670061	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	1	2.28207818	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	2	2.49340894	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	3	2.36446734	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	4	14.95301346	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	5	2.66982216	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	6	2.32347926	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	7	15.08173029	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	8	14.96793282	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	9	2.72239232	FORMAL_VALID	rank	formal_rmsd
LeDock	1	408d	10	15.28517279	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	1	4.82277223	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	2	4.94923028	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	3	4.74985615	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	4	4.75729232	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	5	1.97713632	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	6	1.90670883	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	7	1.79919866	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	8	4.52244217	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	9	2.01878714	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4aob	10	1.76669134	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	1	4.91850995	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	2	4.97567975	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	3	4.76068207	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	4	4.82526424	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	5	1.80603255	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	6	1.83987714	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	7	0.8845643	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	8	5.07569162	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	9	1.84219474	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4erj	10	1.46537894	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4fe5	1	2.92088451	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4fe5	2	2.39323363	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4fe5	3	0.54179821	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4fe5	4	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	5	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	6	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	7	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	8	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	9	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4fe5	10	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4jf2	1	0.60421086	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	2	0.2960317	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	3	0.6903859	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	4	0.32179162	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	5	0.28901597	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	6	0.40158886	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	7	2.65908371	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	8	2.69294343	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4jf2	9	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4jf2	10	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	1	4kqy	1	0.97964455	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	2	1.10123207	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	3	1.2814398	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	4	1.13351347	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	5	1.10660097	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	6	1.0400662	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	7	5.13400026	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	8	1.54530533	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	9	1.65619264	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4kqy	10	5.75057566	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	1	3.08574947	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	2	2.2401035	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	3	3.90008286	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	4	3.40221837	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	5	2.11161152	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	6	2.71801168	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	7	2.07081041	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	8	2.49125669	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	9	3.00138065	FORMAL_VALID	rank	formal_rmsd
LeDock	1	4lvv	10	3.33516557	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	1	3.98127351	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	2	4.19374435	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	3	1.63498677	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	4	1.62808375	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	5	1.70085602	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	6	4.09977283	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	7	1.64992249	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	8	1.90287779	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	9	1.66084778	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1am0	10	3.97683009	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	1	2.96087839	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	2	4.67830279	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	3	2.25169764	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	4	3.88902331	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	5	2.07067563	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	6	2.09909802	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	7	2.73209169	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	8	2.80558176	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	9	2.22439471	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1arj	10	5.28460848	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	1	1.9002311	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	2	2.06935201	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	3	1.79314053	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	4	2.95468523	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	5	1.94424238	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	6	2.70245179	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	7	7.03363965	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	8	1.9315719	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	9	4.2668306	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1byj	10	7.43592392	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	1	2.26262058	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	2	2.20223824	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	3	2.97181105	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	4	2.66170082	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	5	15.28361919	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	6	3.20202078	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	7	1.925346	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	8	15.21661698	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	9	15.08373201	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvx	10	2.87479031	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	1	3.06556938	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	2	3.1233464	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	3	2.25169251	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	4	1.67118884	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	5	3.12218018	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	6	2.2268855	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	7	1.8284945	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	8	15.71469061	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	9	14.95812719	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1cvy	10	2.04086388	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	1	4.68571211	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	2	4.73983069	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	3	4.70700606	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	4	2.76978561	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	5	4.73105429	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	6	4.73246983	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	7	4.71905248	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	8	4.67006453	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	9	4.38751349	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1db6	10	4.79079876	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1eht	1	3.83683373	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1eht	2	3.53835595	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1eht	3	3.32779956	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1eht	4	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	5	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	6	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	7	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	8	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	9	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1eht	10	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1ei2	1	7.28833909	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	2	5.02411399	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	3	4.86594029	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	4	3.92013107	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	5	4.77921342	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	6	7.0774148	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	7	7.40733812	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	8	7.85446853	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	9	7.71093486	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ei2	10	7.67926497	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	1	0.82338908	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	2	0.96178876	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	3	0.92630588	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	4	1.00626801	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	5	0.99224894	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	6	0.87540852	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	7	0.84678305	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	8	1.0353846	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	9	1.02507761	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f1t	10	0.98439073	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	1	1.33121906	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	2	1.5232261	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	3	6.36353648	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	4	6.31302042	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	5	1.21308772	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	6	1.30283926	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	7	1.29461218	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	8	2.92006222	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	9	1.54015166	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1f27	10	1.64524242	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	1	6.55489769	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	2	8.35668323	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	3	9.42187088	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	4	3.51595106	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	5	8.10748505	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	6	3.05315177	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	7	6.00176796	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	8	8.81711109	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	9	9.02577472	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fjg	10	8.49988143	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	1	1.76510374	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	2	1.35720295	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	3	1.5853468	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	4	1.77362901	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	5	1.27098452	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	6	1.7168464	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	7	1.46781957	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	8	2.22986741	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	9	1.97197245	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fmn	10	1.16200175	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	1	8.00233103	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	2	8.16434851	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	3	2.97096708	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	4	8.16809917	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	5	8.51109463	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	6	3.16396708	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	7	5.80218583	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	8	3.70164214	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	9	5.42866496	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1fyp	10	7.96958254	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	1	7.01916013	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	2	7.056808	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	3	7.02438133	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	4	7.0137888	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	5	7.04372853	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	6	6.60332105	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	7	2.67512446	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	8	7.01590396	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	9	3.01228404	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1hnw	10	7.03967583	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	1	9.42798149	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	2	9.07137577	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	3	5.80652167	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	4	9.62053189	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	5	8.63650546	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	6	3.95019551	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	7	6.85690383	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	8	8.06395201	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	9	4.64837146	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1i9v	10	9.45972526	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	1	8.42620415	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	2	8.03984867	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	3	8.47876603	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	4	7.85118434	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	5	5.30532157	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	6	2.83487145	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	7	3.34069252	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	8	7.96075746	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	9	7.22692561	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1j7t	10	8.35704246	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	1	2.29969185	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	2	1.78107512	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	3	1.87517708	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	4	1.86161077	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	5	2.12324478	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	6	1.79850403	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	7	2.09694701	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	8	2.14658211	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	9	2.33094207	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1koc	10	2.00105878	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	1	2.09273814	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	2	2.08480701	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	3	5.29727762	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	4	7.39280735	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	5	4.56961906	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	6	5.09322095	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	7	7.26182248	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	8	7.34429161	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	9	7.52888042	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lc4	10	4.7559554	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	1	2.06890233	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	2	1.90012703	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	3	2.03314777	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	4	1.82546817	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	5	2.10503205	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	6	1.99052122	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	7	7.7192037	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	8	2.17867778	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	9	7.20294962	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1lvj	10	7.83436888	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	1	3.97247351	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	2	4.0113411	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	3	4.18816198	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	4	3.91062265	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	5	4.04451894	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	6	2.56288099	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	7	4.0538938	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	8	4.17749792	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	9	2.51860434	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1mwl	10	3.864056	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	1	1.96336991	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	2	2.2407808	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	3	2.07749495	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	4	2.32711624	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	5	2.25413256	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	6	2.33114948	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	7	2.28351024	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	8	2.32349683	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	9	2.35677154	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nbk	10	2.3614552	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	1	5.04021801	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	2	5.17642347	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	3	4.7064212	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	4	5.02251711	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	5	5.21795486	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	6	5.41946588	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	7	5.25457496	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	8	5.31110471	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	9	4.94977168	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nem	10	5.25888262	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	1	4.60776874	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	2	4.37017056	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	3	2.36088416	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	4	1.83925791	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	5	5.03920652	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	6	2.34658624	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	7	4.68553958	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	8	2.24882286	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	9	3.54561976	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nta	10	1.98206626	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	1	7.1290601	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	2	6.92149301	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	3	3.44361381	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	4	7.34802085	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	5	4.92439194	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	6	4.19699493	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	7	2.63383242	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	8	7.24172898	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	9	7.8085091	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1ntb	10	6.97258532	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	1	0.86750671	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	2	1.31765765	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	3	4.61762117	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	4	6.7880059	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	5	5.35030262	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	6	5.74422895	FORMAL_VALID	rank	formal_rmsd
LeDock	2	1nzm	7	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1nzm	8	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
LeDock	2	1nzm	9	Inf	MISSING_NATIVE_SLOT	rank	formal_rmsd
